"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep_whipers-B.jeep_whipers-B","0","28","1","1","34.168259","0","381"
"/Game/AdvancedLocomotionV4/Props/Materials/Pistols/M_SW39_Material.M_SW39_Material","0","28","1","1","33.511517","0","362"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep-wheel-insid.jeep-wheel-insid","0","28","4","1","34.740349","0","246"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep-wheel-discs.jeep-wheel-discs","0","28","8","1","35.164948","0","154"
"/Game/AdvancedLocomotionV4/Props/Materials/Pistols/M_P-018_Material.M_P-018_Material","0","28","1","1","35.475449","0","173"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep-tire-bmp_002.jeep-tire-bmp_002","0","37","13","1","45.112293","0","283"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep-chrome.jeep-chrome","0","28","1","1","33.579689","0","130"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep-black.jeep-black","0","28","2","1","33.597969","0","124"
"/Game/AdvancedLocomotionV4/Props/Materials/Pistols/M_DesertDeagle_Material.M_DesertDeagle_Material","0","28","28","1","32.659145","0","52"
"/Game/AdvancedLocomotionV4/Props/Materials/Famas/Famas_Material_Master.Famas_Material_Master","0","28","28","1","32.756958","0","28"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/black.black","0","28","28","1","32.883942","0","28"
"/Game/AdvancedLocomotionV4/Props/Materials/C8/C8_Master_Material.C8_Master_Material","0","28","28","1","32.421101","0","30"
"/Game/AdvancedLocomotionV4/Props/Materials/AS-50/AS-50_Material_Master.AS-50_Material_Master","0","30","32","1","39.035240","0","33"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/15_-_Default.15_-_Default","0","37","2","1","43.243351","0","77"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/14_-_Default.14_-_Default","0","28","28","1","32.757317","0","34"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/09_-_Default.09_-_Default","0","28","28","1","31.369425","0","28"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/08_-_Default_001.08_-_Default_001","0","28","1","1","31.564657","0","59"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/08_-_Default.08_-_Default","0","28","28","1","31.864624","0","29"
"/Game/AdvancedLocomotionV4/Props/Materials/AK-47/AK-47_Material_Master.AK-47_Material_Master","0","30","32","1","37.323723","0","32"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/04_-_Default_001.04_-_Default_001","0","37","37","1","42.577225","0","38"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/04_-_Default.04_-_Default","0","28","2","1","32.012844","0","59"
"/Game/AdvancedLocomotionV4/Props/Materials/aa-50_beowulf/aa-50-beowulf_Material_Master.aa-50-beowulf_Material_Master","0","30","2","1","38.855103","0","72"
"/Game/AdvancedLocomotionV4/Props/Materials/Wireframe_Material.Wireframe_Material","0","50","54","1","57.615505","0","57"
"/Game/AdvancedLocomotionV4/Props/Materials/M_Prop_Rope_Material.M_Prop_Rope_Material","0","30","32","1","38.474392","0","33"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/Details.Details","0","14","14","1","16.389977","0","19"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/Arrow_Mat.Arrow_Mat","0","15","16","1","21.137434","0","24"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Material-Emmisive.M_Material-Emmisive","0","14","14","1","15.930380","0","15"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Grid_Floor.M_Grid_Floor","0","9","9","1","9.264394","0","9"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Grid_Background.M_Grid_Background","0","5","6","1","6.339672","0","6"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_FlickFuction.M_FlickFuction","0","43","5","1","27.588905","0","93"
"/Game/Game/Materials/Props/M_Wall.M_Wall","0","23","23","1","26.938007","0","23"
"/Game/Game/Materials/Props/M_Ground.M_Ground","0","23","23","1","26.781364","0","23"
"/Game/Game/Materials/Props/FXBullet_Material.FXBullet_Material","0","14","14","1","15.920361","0","14"
"/Game/Game/Materials/M_Trail.M_Trail","0","45","45","1","35.307606","0","65"
"/Game/Game/Materials/M_SimpleDebugMat2.M_SimpleDebugMat2","0","4","4","1","3.739131","0","4"
"/Game/Game/Materials/M_PP_UnderwaterEffect.M_PP_UnderwaterEffect","0","6","6","1","5.675913","0","6"
"/Game/Game/Materials/M_PojectilePath.M_PojectilePath","0","45","45","1","34.840401","0","45"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","98","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","37","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset03.BasicAsset03","0","0","23","1","0.000000","0","0"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_Mannequin_Body.M_Mannequin_Body","0","28","1","1","36.408241","0","433"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_Mannequin_Logo.M_Mannequin_Logo","0","56","4","1","72.989403","0","1677"
"/Game/AdvancedLocomotionV4/VehiclesMesh/SportCar/Materials/M_SportsCar_Wheel.M_SportsCar_Wheel","0","28","1","1","38.527161","0","355"
"/Game/Game/Materials/PP_OutlinerTest2.PP_OutlinerTest2","0","6","2","1","6.348090","0","16"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","66","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset02.BasicAsset02","0","0","23","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","0","0","584","1","0.000000","0","0"
"/Engine/EditorMaterials/WidgetMaterial_X.WidgetMaterial_X","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Game/AdvancedLocomotionV4/VehiclesMesh/SportCar/Materials/M_SportsCar.M_SportsCar","0","60","2","2","82.156616","0","812"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/UCB_GLASS_CLEAN_001.UCB_GLASS_CLEAN_001","0","26","1","1","82.855553","0","350"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/RIMOFFROAD_01_3.RIMOFFROAD_01_3","0","14","1","1","16.925430","0","118"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/krmlgtbdy85_interior_001.krmlgtbdy85_interior_001","0","14","1","1","16.052601","0","118"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/krmlgtbdy85_headlights_001.krmlgtbdy85_headlights_001","0","14","1","1","17.883739","0","118"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/UCB_BOTTOM.UCB_BOTTOM","0","28","1","1","37.886192","0","363"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/UCB_BOTTOM_001.UCB_BOTTOM_001","0","28","1","1","35.764160","0","347"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/Numberplates_001.Numberplates_001","0","14","1","1","17.804996","0","104"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/GENERIC_BADGES_001.GENERIC_BADGES_001","0","14","1","1","18.345261","0","101"
"/Game/AdvancedLocomotionV4/CharacterAssets/Ellie/Model001_Material011.Model001_Material011","0","28","1","1","36.402874","0","267"
"/Game/AdvancedLocomotionV4/CharacterAssets/Ellie/Model001_Material010.Model001_Material010","0","28","1","1","35.778442","0","268"
"/Game/AdvancedLocomotionV4/CharacterAssets/Ellie/Model001_Material036.Model001_Material036","0","56","1","1","69.239143","0","617"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Game/AdvancedLocomotionV4/Props/Meshes/Knife/M_Knife_Master.M_Knife_Master","0","14","1","1","18.612934","0","73"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_SkyRing_.M_GoodSky_SkyRing_","0","17","2","1","20.729179","0","172"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/DashBoard_Lights_Info2.DashBoard_Lights_Info2","0","15","1","1","21.263054","0","88"
"/Game/AdvancedLocomotionV4/Props/Meshes/Backpack/M_Backpack.M_Backpack","0","28","6","1","38.155273","0","218"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/DashBoard_Lights_Info.DashBoard_Lights_Info","0","15","1","1","22.050989","0","73"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/DashBoard_Base.DashBoard_Base","0","14","1","1","18.335787","0","91"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/Dash-SmallClock.Dash-SmallClock","0","15","6","1","22.941345","0","111"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/Dash-Clock1.Dash-Clock1","0","15","1","1","22.011044","0","107"
"/Game/AdvancedLocomotionV4/Props/Meshes/Axe/M_Axe_Material.M_Axe_Material","0","14","1","1","17.664665","0","109"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/GearUp_Arrow_MAt.GearUp_Arrow_MAt","0","29","1","1","37.509815","0","247"
"/Game/AdvancedLocomotionV4/Props/Meshes/Arrow/M_Arrow_02.M_Arrow_02","0","56","8","1","72.687820","0","865"
"/Game/AdvancedLocomotionV4/Props/Meshes/Arrow/M_Arrow_01.M_Arrow_01","0","28","3","1","42.163910","0","254"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1288","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Game/Game/Materials/M_smoke.M_smoke","0","72","7","1","80.563797","0","1047"
"/Game/Game/Materials/M_scorch.M_scorch","0","79","1","1","78.931625","0","1159"
"/Game/Game/Materials/M_ExplosionShapes_burst.M_ExplosionShapes_burst","0","27","1","1","20.421354","0","185"
"/Game/Game/Materials/M_Ember.M_Ember","0","27","4","1","20.686777","0","212"
"/Game/Game/Materials/M_HeatDistortion_mesh.M_HeatDistortion_mesh","0","104","1","1","90.498894","0","1783"
"/Game/Game/Materials/M_Burst_add.M_Burst_add","0","44","1","1","34.879223","0","521"
"/Game/Game/Materials/Props/M_Rocks_SimpleMat.M_Rocks_SimpleMat","0","14","1","1","17.143984","0","63"
"/Game/Game/Materials/Cliff_Material.Cliff_Material","0","14","1","1","17.571640","0","80"
"/Game/Game/Materials/UI/Radio_Button1.Radio_Button1","0","24","1","1","21.209839","0","213"
"/Game/AdvancedLocomotionV4/Environment/Text/M_OutlinedText.M_OutlinedText","0","0","31","1","0.000000","0","0"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Tiles.M_Tiles","0","0","23","1","0.000000","0","0"
"/Game/AdvancedLocomotionV4/Props/Materials/M_Prop.M_Prop","0","28","1","1","33.209698","0","238"
"/Game/AdvancedLocomotionV4/Environment/Materials/fluorescent_DefaultMaterial.fluorescent_DefaultMaterial","0","14","1","1","17.796116","0","68"
"/Game/Game/Materials/Props/Valve_Wheel_Mat_Master.Valve_Wheel_Mat_Master","0","14","1","1","16.657661","0","57"
"/Game/Game/Materials/Surace_Types/Surface_TYpe_Test.Surface_TYpe_Test","0","14","1","1","17.199390","0","85"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Object.M_Object","0","60","1","1","74.654800","0","887"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_Male_Body_Hands.M_Male_Body_Hands","0","28","1","1","34.644341","0","336"
"/Game/Game/Materials/M_FireFlame_01.M_FireFlame_01","0","27","1","1","20.335333","0","196"
"/Game/Game/Materials/M_FireBall_01.M_FireBall_01","0","27","1","1","19.685177","0","239"
"/Game/Game/Materials/M_debris_SUB.M_debris_SUB","0","72","1","1","72.486526","0","1063"
"/Game/Game/Materials/M_smoke_noise.M_smoke_noise","0","72","1","1","75.008926","0","907"
"/Game/Game/Materials/M_smoke_dirlit_01.M_smoke_dirlit_01","0","72","1","1","77.519302","0","979"
"/Game/Game/Materials/M_smoke_bomb__1.M_smoke_bomb__1","0","72","1","1","79.684555","0","944"
"/Game/Game/Materials/M_BlueprintIcon.M_BlueprintIcon","0","14","1","1","17.978302","0","69"
"/Game/Game/Materials/M_3D_ProgressBar.M_3D_ProgressBar","0","17","1","1","20.562525","0","100"
"/Game/Game/Materials/BlobTest.BlobTest","0","26","1","1","104.554131","0","186"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/STOP_Backward_Light_Mat.STOP_Backward_Light_Mat","0","28","1","1","38.246735","0","220"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Backward_Lights_2.Backward_Lights_2","0","28","1","1","38.782726","0","223"
"/Game/Game/Materials/ShotDust.ShotDust","0","78","1","1","84.053001","0","1201"
"/Game/Game/Materials/M_SimpleDebugMat.M_SimpleDebugMat","0","24","2","1","33.038353","0","248"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Turn_Signal_Material.Turn_Signal_Material","0","28","1","1","39.170086","0","321"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Tire_Master.Tire_Master","0","30","1","1","45.481579","0","243"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Inside_Master.Inside_Master","0","30","1","1","44.813046","0","245"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Armchair_fabric_Master.Armchair_fabric_Master","0","30","1","1","43.723972","0","371"
"/Game/AdvancedLocomotionV4/CharacterAssets/Zombie_Character/Materials/SNP_Base_MAT.SNP_Base_MAT","0","70","4","1","100.693878","0","1191"
"/Game/Game/Materials/Surace_Types/Grass.Grass","0","14","1","1","18.653387","0","94"
"/Game/Game/Materials/Props/Decal_Hole_Master.Decal_Hole_Master","0","27","2","1","32.214897","0","176"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/M_Pickup_HeadlightsForward.M_Pickup_HeadlightsForward","0","14","1","1","17.860466","0","72"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/M_Pickup_HeadlightsBackward.M_Pickup_HeadlightsBackward","0","14","1","1","18.890226","0","47"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Forward_Lights_1.Forward_Lights_1","0","28","1","1","42.501915","0","302"
"/Game/AdvancedLocomotionV4/CharacterAssets/Ellie/M_Ellie_HairsMaster.M_Ellie_HairsMaster","0","110","1","1","169.728607","0","2501"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Glass_Material_Master.Glass_Material_Master","0","56","1","1","439.284363","0","523"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Plants_01.M_Plants_01","0","58","2","1","86.027351","0","619"
"/Game/Game/Materials/Surace_Types/Wood.Wood","0","56","3","2","75.039703","0","390"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/Game/Materials/M_PP_XrayEffect.M_PP_XrayEffect","0","6","2","1","7.590506","0","19"
"/Game/Game/Materials/M_PP_Outlines_Master.M_PP_Outlines_Master","0","6","1","1","5.846534","0","21"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","133","1","0.000000","0","0"
"/Game/Game/Materials/UI/M_GrenadeWarning_UI.M_GrenadeWarning_UI","0","32","19","2","11.280194","0","103"
"/Game/Game/Materials/UI/Bliboard_KeyInput_Mat.Bliboard_KeyInput_Mat","0","24","2","1","20.894777","0","84"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/Game/Materials/Gun_Fire_mat.Gun_Fire_mat","0","72","9","1","101.269264","0","684"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Steel_Master.Steel_Master","0","30","6","1","53.359123","0","149"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/17_-_Default.17_-_Default","0","56","2","2","45.103626","0","742"
"/Game/AdvancedLocomotionV4/Props/Materials/M_Prop_Hook_Material.M_Prop_Hook_Material","0","30","4","1","41.748257","0","401"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/Dash-Clock-R.Dash-Clock-R","0","15","2","1","21.610798","0","149"
"/Game/Game/Materials/UI/Viewfinder-Mat.Viewfinder-Mat","0","16","1","1","11.760463","0","151"
"/Game/Game/Materials/UI/UI_BG_Gradient.UI_BG_Gradient","0","16","1","1","11.823873","0","151"
"/Game/Game/Materials/UI/Time_To_Reaction_ForAI-Material.Time_To_Reaction_ForAI-Material","0","24","1","1","21.628185","0","334"
"/Game/Game/Materials/UI/Radio_Screen.Radio_Screen","0","24","1","1","21.517105","0","294"
"/Game/Game/Materials/UI/NewMaterial.NewMaterial","0","16","1","1","11.828634","0","143"
"/Game/Game/Materials/UI/Health_Bar_mat.Health_Bar_mat","0","16","1","1","11.352906","0","122"
"/Game/Game/Materials/UI/Bullets_Icon_Mat.Bullets_Icon_Mat","0","24","1","1","20.561455","0","287"
"/Game/Game/Materials/UI/Bow_Icon_Mat.Bow_Icon_Mat","0","24","1","1","20.949179","0","262"
"/Game/Game/Materials/UI/Bilboard_Input_Key_Txt-Mat.Bilboard_Input_Key_Txt-Mat","0","16","1","1","11.113847","0","145"
"/Game/Game/Materials/UI/Bilboard_Input_Key_Progress_Mat.Bilboard_Input_Key_Progress_Mat","0","16","1","1","11.691377","0","115"
"/Game/Game/Materials/Surace_Types/Snow.Snow","0","15","2","1","21.039539","0","98"
"/Game/Game/Materials/Surace_Types/Sand.Sand","0","15","1","1","20.621225","0","88"
"/Game/Game/Materials/Surace_Types/Ground.Ground","0","15","1","1","20.440088","0","72"
"/Game/Game/Materials/Props/Objects_Mateerial_Master.Objects_Mateerial_Master","0","15","1","1","20.757221","0","99"
"/Game/Game/Materials/Props/Environment_Mat_Master.Environment_Mat_Master","0","48","2","2","67.804138","0","332"
"/Game/Game/Materials/Props/Environment_Landscape_Mat_Master.Environment_Landscape_Mat_Master","0","74","3","2","103.357300","0","487"
"/Game/Game/Materials/Props/Chest_Material_Master.Chest_Material_Master","0","15","1","1","20.771696","0","109"
"/Game/Game/Materials/UI/M_SniperTargetMarker.M_SniperTargetMarker","0","16","1","1","11.499096","0","98"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_Male_Body_Master.M_Male_Body_Master","0","28","1","1","35.452915","0","141"
"/Game/AdvancedLocomotionV4/CharacterAssets/Ellie/M_Ellie_MasterMasterial.M_Ellie_MasterMasterial","0","28","1","1","35.545200","0","180"
"/Game/AdvancedLocomotionV4/CharacterAssets/Ellie/M_Ellie_BodyMasterMasterial.M_Ellie_BodyMasterMasterial","0","28","1","1","36.149700","0","228"
"/Game/AdvancedLocomotionV4/Props/Meshes/Backpack/Backpack4/M_Backpackv4_Material.M_Backpackv4_Material","0","28","1","1","36.090771","0","228"
"/Game/AdvancedLocomotionV4/Props/Meshes/Backpack/M_Backpack_Detail.M_Backpack_Detail","0","28","1","1","36.774242","0","223"
"/Game/Game/Materials/UI/Viewfinder-MasterMaterial.Viewfinder-MasterMaterial","0","16","1","1","11.838979","0","83"
"/Game/Game/Materials/UI/Key_Input_BP.Key_Input_BP","0","24","1","1","21.381756","0","168"
"/Game/Game/Materials/UI/Hook_Point_Widget_Mat.Hook_Point_Widget_Mat","0","16","1","1","11.944793","0","91"
"/Game/Game/Materials/ShotParticle1.ShotParticle1","0","63","1","1","52.591335","0","591"
"/Game/Game/Materials/ShotParticle.ShotParticle","0","63","1","1","53.222702","0","726"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_SimpleWaterMat.M_SimpleWaterMat","0","26","1","1","294.251526","52","572"
"/Game/Game/Materials/UI/M_GrenadeInfo.M_GrenadeInfo","0","16","1","1","13.576987","0","65"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_AnimMan_Eyes.M_AnimMan_Eyes","0","330","10","3","314.208221","0","5406"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_AnimMan_Default.M_AnimMan_Default","0","220","4","2","151.524704","0","4098"
"/Game/Game/Materials/binoculars_Post_Process.binoculars_Post_Process","0","6","1","1","4.890294","0","26"
"/Game/Game/Materials/M_SniperSlopePP.M_SniperSlopePP","0","6","1","1","7.150033","0","26"
"/Game/Game/Dynamic_Sky_System/Materials/M_GoodSky_Sun_Stars.M_GoodSky_Sun_Stars","0","4","1","1","4.907824","0","13"
"/Game/Game/Dynamic_Sky_System/Materials/M_GoodSky_Base.M_GoodSky_Base","0","4","1","1","4.353109","0","13"
"/Game/Game/Materials/Demo/M_grass_Interaction.M_grass_Interaction","0","84","2","1","121.766113","0","1221"
"/Game/Game/Dynamic_Sky_System/Materials/M_GoodSky_Sun_Stars_Moon.M_GoodSky_Sun_Stars_Moon","0","9","1","1","10.234834","0","29"
"/Game/Game/Dynamic_Sky_System/Materials/M_GoodSky_Moon.M_GoodSky_Moon","0","4","1","1","4.659044","0","13"
"/Game/Game/Dynamic_Sky_System/Materials/M_GoodSky_Storm.M_GoodSky_Storm","0","4","1","1","4.588236","0","13"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Office_Assets_Pack_V2.M_Office_Assets_Pack_V2","0","29","1","1","35.434193","0","192"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Office_Assets_Pack_V1.M_Office_Assets_Pack_V1","0","29","1","1","35.049278","0","285"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Environment_Master.M_Environment_Master","0","29","3","2","47.840149","29","289"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_DemoLandscapeMaster.M_DemoLandscapeMaster","0","74","10","3","116.740807","74","878"
"/Engine/EditorMaterials/Cloth/CameraLitDoubleSided.CameraLitDoubleSided","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/WidgetVertexColorMaterial.WidgetVertexColorMaterial","0","0","9","1","0.000000","0","0"
